Category|LocalAuthority|Time|Season|Light|Tip1|Tip2|Tip3|Tip4
Foot|Benalla|Afternoon|Autumn|Red|231 assaults in Benalla in 2014 (16.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Boroondara|Afternoon|Autumn|Green|430 assaults in Boroondara in 2014 (2.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|East Gippsland|Afternoon|Autumn|Red|697 assaults in East Gippsland in 2014 (15.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Shepparton|Afternoon|Autumn|Red|947 assaults in Greater Shepparton in 2014 (14.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Indigo|Afternoon|Autumn|Green|79 assaults in Indigo in 2014 (5.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Knox|Afternoon|Autumn|Amber|1,147 assaults in Knox in 2014 (7.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Latrobe|Afternoon|Autumn|Red|1,745 assaults in Latrobe in 2014 (23.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Manningham|Afternoon|Autumn|Green|390 assaults in Manningham in 2014 (3.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mansfield|Afternoon|Autumn|Amber|59 assaults in Mansfield in 2014 (7.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Maroondah|Afternoon|Autumn|Amber|807 assaults in Maroondah in 2014 (7.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mitchell|Afternoon|Autumn|Red|537 assaults in Mitchell in 2014 (13.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moira|Afternoon|Autumn|Amber|277 assaults in Moira in 2014 (9.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Monash|Afternoon|Autumn|Green|815 assaults in Monash in 2014 (4.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Murrindindi|Afternoon|Autumn|Amber|90 assaults in Murrindindi in 2014 (6.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|South Gippsland|Afternoon|Autumn|Amber|238 assaults in South Gippsland in 2014 (8.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Strathbogie|Afternoon|Autumn|Amber|74 assaults in Strathbogie in 2014 (7.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Towong|Afternoon|Autumn|Green|37 assaults in Towong in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wangaratta|Afternoon|Autumn|Red|283 assaults in Wangaratta in 2014 (10.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wellington|Afternoon|Autumn|Red|710 assaults in Wellington in 2014 (16.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Whitehorse|Afternoon|Autumn|Green|836 assaults in Whitehorse in 2014 (5.0 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wodonga|Afternoon|Autumn|Red|567 assaults in Wodonga in 2014 (14.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Yarra Ranges|Afternoon|Autumn|Green|895 assaults in Yarra Ranges in 2014 (5.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Bayside|Afternoon|Autumn|Green|435 assaults in Bayside in 2014 (4.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Cardinia|Afternoon|Autumn|Amber|717 assaults in Cardinia in 2014 (7.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Casey|Afternoon|Autumn|Amber|2,499 assaults in Casey in 2014 (8.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Frankston|Afternoon|Autumn|Red|1,487 assaults in Frankston in 2014 (10.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Glen Eira|Afternoon|Autumn|Green|444 assaults in Glen Eira in 2014 (3.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Dandenong|Afternoon|Autumn|Red|2,144 assaults in Greater Dandenong in 2014 (14.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Kingston|Afternoon|Autumn|Amber|983 assaults in Kingston in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mornington Peninsula|Afternoon|Autumn|Amber|1,120 assaults in Mornington Peninsula in 2014 (7.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Port Phillip|Afternoon|Autumn|Red|1,111 assaults in Port Phillip in 2014 (10.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Stonnington|Afternoon|Autumn|Green|679 assaults in Stonnington in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Ararat|Afternoon|Autumn|Red|278 assaults in Ararat in 2014 (23.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Ballarat|Afternoon|Autumn|Red|1,428 assaults in Ballarat in 2014 (13.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Buloke|Afternoon|Autumn|Green|38 assaults in Buloke in 2014 (6.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Campaspe|Afternoon|Autumn|Red|392 assaults in Campaspe in 2014 (10.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Central Goldfields|Afternoon|Autumn|Red|197 assaults in Central Goldfields in 2014 (15.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Colac-Otway|Afternoon|Autumn|Red|247 assaults in Colac-Otway in 2014 (11.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Corangamite|Afternoon|Autumn|Amber|157 assaults in Corangamite in 2014 (9.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Gannawarra|Afternoon|Autumn|Amber|86 assaults in Gannawarra in 2014 (8.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Glenelg|Afternoon|Autumn|Red|266 assaults in Glenelg in 2014 (13.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Golden Plains|Afternoon|Autumn|Green|63 assaults in Golden Plains in 2014 (3.0 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Bendigo|Afternoon|Autumn|Amber|1,049 assaults in Greater Bendigo in 2014 (9.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Geelong|Afternoon|Autumn|Amber|1,974 assaults in Greater Geelong in 2014 (8.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Hepburn|Afternoon|Autumn|Green|94 assaults in Hepburn in 2014 (6.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Hindmarsh|Afternoon|Autumn|Amber|43 assaults in Hindmarsh in 2014 (7.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Horsham|Afternoon|Autumn|Red|367 assaults in Horsham in 2014 (18.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Loddon|Afternoon|Autumn|Amber|49 assaults in Loddon in 2014 (6.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Macedon Ranges|Afternoon|Autumn|Green|254 assaults in Macedon Ranges in 2014 (5.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mildura|Afternoon|Autumn|Red|711 assaults in Mildura in 2014 (13.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moorabool|Afternoon|Autumn|Green|201 assaults in Moorabool in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mount Alexander|Afternoon|Autumn|Red|238 assaults in Mount Alexander in 2014 (12.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moyne|Afternoon|Autumn|Red|228 assaults in Moyne in 2014 (13.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Northern Grampians|Afternoon|Autumn|Red|154 assaults in Northern Grampians in 2014 (13.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Pyrenees|Afternoon|Autumn|Red|76 assaults in Pyrenees in 2014 (10.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Queenscliffe|Afternoon|Autumn|Green|6 assaults in Queenscliffe in 2014 (1.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Southern Grampians|Afternoon|Autumn|Amber|155 assaults in Southern Grampians in 2014 (9.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Surf Coast|Afternoon|Autumn|Green|112 assaults in Surf Coast in 2014 (3.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Swan Hill|Afternoon|Autumn|Red|318 assaults in Swan Hill in 2014 (15.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Warrnambool|Afternoon|Autumn|Amber|330 assaults in Warrnambool in 2014 (9.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|West Wimmera|Afternoon|Autumn|Red|59 assaults in West Wimmera in 2014 (14.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Yarriambiack|Afternoon|Autumn|Amber|60 assaults in Yarriambiack in 2014 (8.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Banyule|Afternoon|Spring|Amber|921 assaults in Banyule in 2014 (7.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Brimbank|Afternoon|Spring|Amber|1,771 assaults in Brimbank in 2014 (8.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Darebin|Afternoon|Spring|Amber|1,183 assaults in Darebin in 2014 (7.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Hobsons Bay|Afternoon|Spring|Amber|769 assaults in Hobsons Bay in 2014 (8.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Hume|Afternoon|Spring|Red|2,045 assaults in Hume in 2014 (10.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Maribyrnong|Afternoon|Spring|Amber|693 assaults in Maribyrnong in 2014 (8.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Melbourne|Afternoon|Spring|Red|3,032 assaults in Melbourne in 2014 (23.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Melton|Afternoon|Spring|Amber|1,121 assaults in Melton in 2014 (8.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moonee Valley|Afternoon|Spring|Amber|797 assaults in Moonee Valley in 2014 (6.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moreland|Afternoon|Spring|Amber|1,241 assaults in Moreland in 2014 (7.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Nillumbik|Afternoon|Spring|Green|288 assaults in Nillumbik in 2014 (4.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Whittlesea|Afternoon|Spring|Amber|1,478 assaults in Whittlesea in 2014 (7.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wyndham|Afternoon|Spring|Green|1,267 assaults in Wyndham in 2014 (6.0 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Yarra|Afternoon|Spring|Red|995 assaults in Yarra in 2014 (11.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Alpine|Afternoon|Spring|Amber|78 assaults in Alpine in 2014 (6.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Bass Coast|Afternoon|Spring|Red|395 assaults in Bass Coast in 2014 (12.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Baw Baw|Afternoon|Spring|Red|492 assaults in Baw Baw in 2014 (10.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Benalla|Afternoon|Spring|Red|231 assaults in Benalla in 2014 (16.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Boroondara|Afternoon|Spring|Green|430 assaults in Boroondara in 2014 (2.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|East Gippsland|Afternoon|Spring|Red|697 assaults in East Gippsland in 2014 (15.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Shepparton|Afternoon|Spring|Red|947 assaults in Greater Shepparton in 2014 (14.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Indigo|Afternoon|Spring|Green|79 assaults in Indigo in 2014 (5.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Knox|Afternoon|Spring|Amber|1,147 assaults in Knox in 2014 (7.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Latrobe|Afternoon|Spring|Red|1,745 assaults in Latrobe in 2014 (23.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Manningham|Afternoon|Spring|Green|390 assaults in Manningham in 2014 (3.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mansfield|Afternoon|Spring|Amber|59 assaults in Mansfield in 2014 (7.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Maroondah|Afternoon|Spring|Amber|807 assaults in Maroondah in 2014 (7.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mitchell|Afternoon|Spring|Red|537 assaults in Mitchell in 2014 (13.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Moira|Afternoon|Spring|Amber|277 assaults in Moira in 2014 (9.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Monash|Afternoon|Spring|Green|815 assaults in Monash in 2014 (4.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Murrindindi|Afternoon|Spring|Amber|90 assaults in Murrindindi in 2014 (6.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|South Gippsland|Afternoon|Spring|Amber|238 assaults in South Gippsland in 2014 (8.4 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Strathbogie|Afternoon|Spring|Amber|74 assaults in Strathbogie in 2014 (7.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Towong|Afternoon|Spring|Green|37 assaults in Towong in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wangaratta|Afternoon|Spring|Red|283 assaults in Wangaratta in 2014 (10.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wellington|Afternoon|Spring|Red|710 assaults in Wellington in 2014 (16.5 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Whitehorse|Afternoon|Spring|Green|836 assaults in Whitehorse in 2014 (5.0 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Wodonga|Afternoon|Spring|Red|567 assaults in Wodonga in 2014 (14.8 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Yarra Ranges|Afternoon|Spring|Green|895 assaults in Yarra Ranges in 2014 (5.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Bayside|Afternoon|Spring|Green|435 assaults in Bayside in 2014 (4.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Cardinia|Afternoon|Spring|Amber|717 assaults in Cardinia in 2014 (7.7 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Casey|Afternoon|Spring|Amber|2,499 assaults in Casey in 2014 (8.6 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Frankston|Afternoon|Spring|Red|1,487 assaults in Frankston in 2014 (10.9 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Glen Eira|Afternoon|Spring|Green|444 assaults in Glen Eira in 2014 (3.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Greater Dandenong|Afternoon|Spring|Red|2,144 assaults in Greater Dandenong in 2014 (14.1 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Kingston|Afternoon|Spring|Amber|983 assaults in Kingston in 2014 (6.3 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
Foot|Mornington Peninsula|Afternoon|Spring|Amber|1,120 assaults in Mornington Peninsula in 2014 (7.2 for every 1,000 residents)|Be careful with your phone when walking around - don't be an easy target|Keep in mind who you would contact in time of emergency|Always know where the near by transport hubs are
